,path
4752,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1170_0.wav
4753,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1156_3.wav
4754,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1190_1.wav
4755,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1054_4.wav
4756,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1135_0.wav
4757,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1049_1.wav
4758,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1212_3.wav
4759,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1257_3.wav
4760,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_992_4.wav
4761,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1234_0.wav
4762,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_911_2.wav
4763,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_954_2.wav
4764,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_937_1.wav
4765,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1271_0.wav
4766,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1154_1.wav
4767,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1111_1.wav
4768,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1329_0.wav
4769,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_972_1.wav
4770,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1210_1.wav
4771,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1056_6.wav
4772,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1090_0.wav
4773,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1137_2.wav
4774,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_928_6.wav
4775,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1236_2.wav
4776,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_956_0.wav
4777,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1028_0.wav
4778,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_913_0.wav
4779,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1050_0.wav
4780,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1015_0.wav
4781,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1268_1.wav
4782,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1309_5.wav
4783,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1314_0.wav
4784,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1076_3.wav
4785,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1288_4.wav
4786,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_908_3.wav
4787,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1194_1.wav
4788,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1169_1.wav
4789,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_996_0.wav
4790,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1295_1.wav
4791,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1119_8.wav
4792,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1031_1.wav
4793,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1017_2.wav
4794,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1209_0.wav
4795,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1074_1.wav
4796,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1052_2.wav
4797,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1094_4.wav
4798,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1330_1.wav
4799,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1316_2.wav
4800,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_969_2.wav
4801,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1089_1.wav
4802,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1108_0.wav
4803,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1340_8.wav
4804,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1214_5.wav
4805,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_994_2.wav
4806,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_974_6.wav
4807,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1089_0.wav
4808,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1108_1.wav
4809,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1297_2.wav
4810,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1251_4.wav
4811,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_994_3.wav
4812,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1316_3.wav
4813,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1330_0.wav
4814,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1214_4.wav
4815,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1094_5.wav
4816,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_969_3.wav
4817,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1196_2.wav
4818,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1031_0.wav
4819,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_976_4.wav
4820,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_996_1.wav
4821,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1074_0.wav
4822,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1209_1.wav
4823,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1295_0.wav
4824,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1314_1.wav
4825,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1194_0.wav
4826,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1169_0.wav
4827,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_908_2.wav
4828,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1268_0.wav
4829,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1015_1.wav
4830,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1288_5.wav
4831,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1076_2.wav
4832,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1309_4.wav
4833,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_913_1.wav
4834,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1236_3.wav
4835,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1050_1.wav
4836,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_956_1.wav
4837,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1334_4.wav
4838,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1255_0.wav
4839,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_928_7.wav
4840,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1210_0.wav
4841,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1028_1.wav
4842,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1154_0.wav
4843,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1111_0.wav
4844,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1090_1.wav
4845,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1056_7.wav
4846,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1035_4.wav
4847,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_972_0.wav
4848,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1329_1.wav
4849,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_937_0.wav
4850,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_954_3.wav
4851,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_911_3.wav
4852,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1234_1.wav
4853,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1271_1.wav
4854,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1049_0.wav
4855,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1257_2.wav
4856,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1212_2.wav
4857,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1135_1.wav
4858,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1170_1.wav
4859,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1113_2.wav
4860,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1072_4.wav
4861,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1156_0.wav
4862,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1113_0.wav
4863,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1156_2.wav
4864,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1234_3.wav
4865,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1049_2.wav
4866,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1092_1.wav
4867,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1257_0.wav
4868,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_972_2.wav
4869,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1212_0.wav
4870,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1271_3.wav
4871,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_937_2.wav
4872,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_954_1.wav
4873,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_911_1.wav
4874,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_961_8.wav
4875,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1154_2.wav
4876,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1172_1.wav
4877,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1056_5.wav
4878,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1137_1.wav
4879,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1111_2.wav
4880,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_928_5.wav
4881,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1236_1.wav
4882,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1210_2.wav
4883,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1028_3.wav
4884,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1203_8.wav
4885,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1273_1.wav
4886,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1293_4.wav
4887,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_935_0.wav
4888,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_956_3.wav
4889,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_970_0.wav
4890,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1033_0.wav
4891,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1268_2.wav
4892,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1309_6.wav
4893,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1076_0.wav
4894,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_913_3.wav
4895,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1015_3.wav
4896,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_996_3.wav
4897,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1216_4.wav
4898,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_908_0.wav
4899,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1332_0.wav
4900,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1295_2.wav
4901,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1169_2.wav
4902,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1074_2.wav
4903,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_989_4.wav
4904,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1052_1.wav
4905,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1196_0.wav
4906,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1017_1.wav
4907,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_969_1.wav
4908,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1031_2.wav
4909,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1316_1.wav
4910,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1214_6.wav
4911,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1330_2.wav
4912,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_994_1.wav
4913,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1277_5.wav
4914,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_974_4.wav
4915,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1089_2.wav
4916,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1297_0.wav
4917,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_974_5.wav
4918,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1316_0.wav
4919,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1297_1.wav
4920,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1089_3.wav
4921,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1277_4.wav
4922,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1214_7.wav
4923,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_994_0.wav
4924,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1330_3.wav
4925,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1196_1.wav
4926,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_969_0.wav
4927,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1052_0.wav
4928,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1017_0.wav
4929,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1074_3.wav
4930,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1169_3.wav
4931,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_989_5.wav
4932,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1332_1.wav
4933,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_996_2.wav
4934,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1307_8.wav
4935,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_908_1.wav
4936,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1288_6.wav
4937,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1268_3.wav
4938,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1076_1.wav
4939,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_956_2.wav
4940,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1015_2.wav
4941,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1033_1.wav
4942,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_970_1.wav
4943,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_913_2.wav
4944,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_935_1.wav
4945,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1028_2.wav
4946,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1293_5.wav
4947,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1273_0.wav
4948,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1203_9.wav
4949,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1236_0.wav
4950,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_928_4.wav
4951,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1111_3.wav
4952,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1154_3.wav
4953,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1090_2.wav
4954,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1172_0.wav
4955,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1137_0.wav
4956,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_954_0.wav
4957,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1056_4.wav
4958,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_911_0.wav
4959,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1013_4.wav
4960,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1257_1.wav
4961,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_972_3.wav
4962,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1234_2.wav
4963,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1212_1.wav
4964,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1156_1.wav
4965,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1092_0.wav
4966,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1049_3.wav
4967,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1271_2.wav
4968,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1135_2.wav
4969,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1113_1.wav
4970,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1114_0.wav
4971,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1095_1.wav
4972,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_953_1.wav
4973,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1151_0.wav
4974,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_916_1.wav
4975,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_930_2.wav
4976,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_975_2.wav
4977,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1331_4.wav
4978,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_897_0.wav
4979,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1068_1.wav
4980,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1215_0.wav
